s,p,o
http://edukb.org/knowledge/0.1/instance/math#35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#418,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#459,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#471,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#49,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#52,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#53,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#790,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#811,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#843,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#92,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#94,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#998,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#35
http://edukb.org/knowledge/0.1/instance/math#1000,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#382,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#41,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#416,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#428,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#718,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#792,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#840,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#36
http://edukb.org/knowledge/0.1/instance/math#326,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#38,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#422,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#423,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#466,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#530,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#819,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#860,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#862,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#37
http://edukb.org/knowledge/0.1/instance/math#168,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#8
http://edukb.org/knowledge/0.1/instance/math#212,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#8
http://edukb.org/knowledge/0.1/instance/math#82,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#8
http://edukb.org/knowledge/0.1/instance/math#84,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#8
http://edukb.org/knowledge/0.1/instance/math#1018,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1021,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1023,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1026,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1027,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1028,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1031,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1032,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1033,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1034,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1035,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1036,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1037,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#1041,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#191,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/instance/math#4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edukb.org/knowledge/0.1/class/math#9
http://edukb.org/knowledge/0.1/statement/math#2434,http://www.w3.org/2000/01/rdf-schema#label,内容
http://edukb.org/knowledge/0.1/statement/math#2451,http://www.w3.org/2000/01/rdf-schema#label,内容
http://edukb.org/knowledge/0.1/statement/math#1821,http://www.w3.org/2000/01/rdf-schema#label,分类
http://edukb.org/knowledge/0.1/instance/math#693,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1008,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1017,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1018,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1022,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#105,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1075,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1094,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1099,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1112,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1131,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1144,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1156,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1166,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1226,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1230,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1253,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#126,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1272,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1274,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1334,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1337,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1365,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1436,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1471,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1475,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1524,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1559,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1577,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1579,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1582,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1586,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1595,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1604,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1606,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1679,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1680,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1685,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1735,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1830,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1847,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1910,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1911,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1913,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1939,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1952,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1958,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1960,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#1964,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2071,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2073,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2140,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2289,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2306,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2316,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#237,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2553,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2554,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2591,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2613,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2653,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2706,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2710,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2766,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#2780,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#281,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#283,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#301,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#303,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#309,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#340,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#36,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#382,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#392,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#424,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#430,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#431,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#436,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#442,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#454,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#514,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#516,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#55,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#577,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#579,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#589,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#601,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#604,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#667,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#671,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#710,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#715,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#727,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#729,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#73,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#752,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#88,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#898,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#907,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/statement/math#916,http://www.w3.org/2000/01/rdf-schema#label,定义
http://edukb.org/knowledge/0.1/instance/math#252,http://www.w3.org/2000/01/rdf-schema#label,几何
http://edukb.org/knowledge/0.1/class/math#22,http://www.w3.org/2000/01/rdf-schema#label,几何
http://edukb.org/knowledge/0.1/category/math#94,http://www.w3.org/2000/01/rdf-schema#label,圆
http://edukb.org/knowledge/0.1/instance/math#418,http://www.w3.org/2000/01/rdf-schema#label,圆
http://edukb.org/knowledge/0.1/category/math#83,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程
http://edukb.org/knowledge/0.1/instance/math#516,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程
http://edukb.org/knowledge/0.1/instance/math#579,http://www.w3.org/2000/01/rdf-schema#label,三角函数
http://edukb.org/knowledge/0.1/instance/math#332,http://www.w3.org/2000/01/rdf-schema#label,三角形
http://edukb.org/knowledge/0.1/category/math#38,http://www.w3.org/2000/01/rdf-schema#label,不等式
http://edukb.org/knowledge/0.1/instance/math#145,http://www.w3.org/2000/01/rdf-schema#label,不等式
http://edukb.org/knowledge/0.1/category/math#92,http://www.w3.org/2000/01/rdf-schema#label,中心对称
http://edukb.org/knowledge/0.1/instance/math#832,http://www.w3.org/2000/01/rdf-schema#label,中心对称
http://edukb.org/knowledge/0.1/instance/math#576,http://www.w3.org/2000/01/rdf-schema#label,二次函数
http://edukb.org/knowledge/0.1/category/math#292,http://www.w3.org/2000/01/rdf-schema#label,二项式定理
http://edukb.org/knowledge/0.1/class/math#23,http://www.w3.org/2000/01/rdf-schema#label,代数
http://edukb.org/knowledge/0.1/instance/math#62,http://www.w3.org/2000/01/rdf-schema#label,代数式
http://edukb.org/knowledge/0.1/statement/math#889,http://www.w3.org/2000/01/rdf-schema#label,余弦定理
http://edukb.org/knowledge/0.1/instance/math#81,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/statement/math#2451,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/statement/math#2662,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/statement/math#2669,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/statement/math#2670,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/statement/math#2672,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/statement/math#2673,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/class/math#17,http://www.w3.org/2000/01/rdf-schema#label,公式
http://edukb.org/knowledge/0.1/instance/math#691,http://www.w3.org/2000/01/rdf-schema#label,公理
http://edukb.org/knowledge/0.1/statement/math#2814,http://www.w3.org/2000/01/rdf-schema#label,公理
http://edukb.org/knowledge/0.1/statement/math#2815,http://www.w3.org/2000/01/rdf-schema#label,公理
http://edukb.org/knowledge/0.1/statement/math#2816,http://www.w3.org/2000/01/rdf-schema#label,公理
http://edukb.org/knowledge/0.1/instance/math#424,http://www.w3.org/2000/01/rdf-schema#label,几何体
http://edukb.org/knowledge/0.1/class/math#33,http://www.w3.org/2000/01/rdf-schema#label,几何体
http://edukb.org/knowledge/0.1/category/math#121,http://www.w3.org/2000/01/rdf-schema#label,函数
http://edukb.org/knowledge/0.1/category/math#76,http://www.w3.org/2000/01/rdf-schema#label,函数
http://edukb.org/knowledge/0.1/instance/math#243,http://www.w3.org/2000/01/rdf-schema#label,函数
http://edukb.org/knowledge/0.1/class/math#30,http://www.w3.org/2000/01/rdf-schema#label,函数
http://edukb.org/knowledge/0.1/instance/math#344,http://www.w3.org/2000/01/rdf-schema#label,双曲线
http://edukb.org/knowledge/0.1/category/math#183,http://www.w3.org/2000/01/rdf-schema#label,古典概型
http://edukb.org/knowledge/0.1/instance/math#613,http://www.w3.org/2000/01/rdf-schema#label,向量
http://edukb.org/knowledge/0.1/class/math#29,http://www.w3.org/2000/01/rdf-schema#label,向量
http://edukb.org/knowledge/0.1/instance/math#676,http://www.w3.org/2000/01/rdf-schema#label,命题
http://edukb.org/knowledge/0.1/instance/math#307,http://www.w3.org/2000/01/rdf-schema#label,圆锥曲线
http://edukb.org/knowledge/0.1/instance/math#517,http://www.w3.org/2000/01/rdf-schema#label,一元一次方程
http://edukb.org/knowledge/0.1/category/math#77,http://www.w3.org/2000/01/rdf-schema#label,一次函数
http://edukb.org/knowledge/0.1/instance/math#575,http://www.w3.org/2000/01/rdf-schema#label,一次函数
http://edukb.org/knowledge/0.1/statement/math#2075,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2076,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2086,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2090,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2091,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2092,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2093,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2575,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2585,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2586,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2761,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#2762,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/statement/math#885,http://www.w3.org/2000/01/rdf-schema#label,三角形的性质
http://edukb.org/knowledge/0.1/category/math#211,http://www.w3.org/2000/01/rdf-schema#label,三角恒等变换
http://edukb.org/knowledge/0.1/category/math#32,http://www.w3.org/2000/01/rdf-schema#label,二元一次方程组
http://edukb.org/knowledge/0.1/category/math#33,http://www.w3.org/2000/01/rdf-schema#label,二元一次方程组
http://edukb.org/knowledge/0.1/instance/math#521,http://www.w3.org/2000/01/rdf-schema#label,二元一次方程组
http://edukb.org/knowledge/0.1/instance/math#764,http://www.w3.org/2000/01/rdf-schema#label,二次根式
http://edukb.org/knowledge/0.1/category/math#49,http://www.w3.org/2000/01/rdf-schema#label,全等三角形
http://edukb.org/knowledge/0.1/instance/math#160,http://www.w3.org/2000/01/rdf-schema#label,全等三角形
http://edukb.org/knowledge/0.1/category/math#63,http://www.w3.org/2000/01/rdf-schema#label,分式的运算
http://edukb.org/knowledge/0.1/class/math#1,http://www.w3.org/2000/01/rdf-schema#label,分类结点
http://edukb.org/knowledge/0.1/category/math#1,http://www.w3.org/2000/01/rdf-schema#label,初中数学
http://edukb.org/knowledge/0.1/category/math#104,http://www.w3.org/2000/01/rdf-schema#label,反比例函数
http://edukb.org/knowledge/0.1/instance/math#578,http://www.w3.org/2000/01/rdf-schema#label,反比例函数
http://edukb.org/knowledge/0.1/category/math#176,http://www.w3.org/2000/01/rdf-schema#label,变量间的相关关系
http://edukb.org/knowledge/0.1/instance/math#88,http://www.w3.org/2000/01/rdf-schema#label,因式分解
http://edukb.org/knowledge/0.1/category/math#243,http://www.w3.org/2000/01/rdf-schema#label,圆锥曲线与方程
http://edukb.org/knowledge/0.1/category/math#131,http://www.w3.org/2000/01/rdf-schema#label,基本初等函数
http://edukb.org/knowledge/0.1/category/math#175,http://www.w3.org/2000/01/rdf-schema#label,用样本的数字特征估计总体的数字特征
http://edukb.org/knowledge/0.1/instance/math#817,http://www.w3.org/2000/01/rdf-schema#label,X轴
http://edukb.org/knowledge/0.1/category/math#326,http://www.w3.org/2000/01/rdf-schema#label,不等式的基本性质和一元二次不等式的解法
http://edukb.org/knowledge/0.1/instance/math#818,http://www.w3.org/2000/01/rdf-schema#label,Y轴
http://edukb.org/knowledge/0.1/instance/math#817,http://www.w3.org/2000/01/rdf-schema#label,x轴
http://edukb.org/knowledge/0.1/instance/math#818,http://www.w3.org/2000/01/rdf-schema#label,y轴
http://edukb.org/knowledge/0.1/instance/math#645,http://www.w3.org/2000/01/rdf-schema#label,一元一次不等式
http://edukb.org/knowledge/0.1/statement/math#1986,http://www.w3.org/2000/01/rdf-schema#label,一元一次不等式组的性质
http://edukb.org/knowledge/0.1/statement/math#1987,http://www.w3.org/2000/01/rdf-schema#label,一元一次不等式组的整数解的定义
http://edukb.org/knowledge/0.1/statement/math#1984,http://www.w3.org/2000/01/rdf-schema#label,一元一次不等式组的解集的定义
http://edukb.org/knowledge/0.1/statement/math#1008,http://www.w3.org/2000/01/rdf-schema#label,一元二次不等式的解集的定义
http://edukb.org/knowledge/0.1/statement/math#2539,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程的性质
http://edukb.org/knowledge/0.1/statement/math#2541,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程的性质
http://edukb.org/knowledge/0.1/statement/math#2542,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程的性质
http://edukb.org/knowledge/0.1/statement/math#2548,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程的性质
http://edukb.org/knowledge/0.1/statement/math#2549,http://www.w3.org/2000/01/rdf-schema#label,一元二次方程的性质
